Wikidata_QID,English_Label,Num_Languages,Total_Views_All_Langs,Languages,Top5_Languages_Detail
Q12184,Pandemic,60,16834530,"an, ang, ba, ban, bcl, bh, bo, ca, ce, cv, da, dag, de, el, frr, hak, hu, ia, ie, ilo, it, ja, ka, kab, knc, lb, li, lmo, min, mwl, nah, nds, nl, no, os, pap, pl, pt, rue, sah, sc, se, sk, smn, sn, sv, szl, szy, tl, tt, tw, ug, ve, vec, vep, xh, xmf, yo, za, zu","de:#40(4,503,671); ja:#26(3,342,055); it:#26(2,384,896); pl:#34(1,558,865); pt:#48(1,481,570)"
Q38404,Autism,59,62915719,"af, ar, ary, az, bat-smg, bg, ckb, cs, da, de, dv, el, en, et, eu, fa, fi, fo, fr, gcr, gpe, he, hr, hu, hy, ia, is, it, ja, jam, jbo, ka, ku, lfn, lt, lv, mk, ms, nl, no, or, pdc, pt, rn, ro, ru, sc, sl, so, sq, sr, sv, tk, tr, wa, war, xh, zh, zh-yue","en:#45(16,089,337); ru:#3(10,398,224); de:#10(7,550,630); it:#10(3,204,315); fr:#29(2,798,440)"
Q12140,Medication,59,392929,"als, an, as, azb, ba, bat-smg, bdr, be, be-x-old, bh, bo, br, bxr, cv, cy, dty, eo, fiu-vro, fo, fy, gcr, gl, gn, gpe, guw, ha, hif, hyw, ia, iba, ik, io, iu, jam, kaa, kge, knc, ku, kv, lmo, ln, mdf, mg, myv, oc, pam, pnb, ps, qu, sah, scn, szy, tt, tw, uz, vec, vep, war, yi","uz:#50(152,671); an:#4(16,834); bo:#1(10,523); hif:#5(9,935); iu:#6(9,928)"
Q34956,Vitamin,58,6665405,"as, az, ba, bcl, bh, bjn, bn, cdo, cv, dty, dv, eu, fo, frr, hak, hi, ht, hu, hy, ia, id, jv, ka, kaa, kk, km, kn, ks, ky, lmo, lo, lv, mr, nov, oc, or, pa, pnb, ps, rue, sah, scn, sco, si, so, sr, su, te, tg, tk, tt, tyv, uz, wa, war, xmf, yi, yo","hi:#5(2,121,312); id:#30(823,184); kk:#4(732,947); hu:#32(499,885); bn:#24(341,299)"
Q529,Louis Pasteur,57,10420561,"arz, ast, azb, ba, btm, bxr, ca, ce, ceb, dty, es, fiu-vro, fo, fr, frp, gd, gl, gom, hak, hif, ie, ilo, jbo, kaa, kab, kbp, knc, kw, lb, lmo, mai, mg, min, mt, mwl, mzn, oc, olo, om, pcd, pms, pnb, rki, rue, sco, shi, szl, tcy, th, tt, vep, vi, vo, xmf, yo, za, zh-classical","es:#24(6,097,574); fr:#17(3,372,415); vi:#48(365,099); th:#48(353,774); ca:#39(74,940)"
Q871,Arsenic,57,261078,"anp, ary, awa, ban, bh, blk, bo, br, cdo, ceb, co, cv, et, fo, frr, fur, gd, gn, gv, hak, hif, ht, io, jbo, kbp, koi, kv, kw, lb, lg, li, lij, lmo, mdf, min, mrj, myv, nds, nov, oc, olo, os, pam, pms, pnb, roa-rup, sa, sc, scn, so, stq, tok, ug, vep, xal, yo, zh-classical","et:#6(101,377); hif:#10(7,193); vep:#5(5,745); nds:#19(5,700); roa-rup:#5(5,583)"
Q12214,Smallpox,56,32925619,"als, an, anp, ast, ay, bat-smg, bg, ca, cdo, chr, da, dv, el, eml, en, et, eu, fiu-vro, fr, frr, fur, ga, gd, gn, gu, hak, hr, ilo, is, it, ja, jam, kab, kbp, ko, nah, no, nv, os, pms, pnb, pt, qu, sah, sc, scn, sl, sv, tcy, tt, ur, wa, yi, zh, zh-min-nan, zh-yue","en:#40(16,311,468); ja:#11(4,348,236); fr:#18(3,310,445); it:#25(2,385,402); zh:#29(2,123,340)"
Q2845,Cannabis (drug),55,51718019,"af, bg, bjn, cs, da, diq, dtp, en, eo, es, fa, fi, fiu-vro, fo, hi, hr, hu, id, ig, ik, io, ja, jam, jbo, jv, km, ko, lmo, ln, lv, mai, mi, min, ms, my, no, os, pl, pms, ro, ru, scn, sh, sk, sm, su, sv, tl, tr, tt, vi, vls, xmf, zh, zh-classical","en:#35(17,264,188); ru:#19(6,399,498); es:#40(5,051,351); fa:#8(4,078,505); ja:#14(4,065,994)"
Q79793,Measles,55,11306280,"af, als, ast, awa, ay, be, be-x-old, bg, bh, bjn, bo, ckb, cs, csb, cv, din, dv, el, eml, et, eu, he, hu, hy, ig, ka, kab, kcg, kk, km, krc, lb, ln, map-bms, mk, ne, nia, ny, or, pms, ro, ru, sah, sc, sd, sh, si, sk, sl, sn, sq, tk, tw, wo, zh-yue","ru:#20(6,379,790); cs:#35(658,407); he:#17(651,694); hu:#31(508,544); bg:#15(475,662)"
Q133780,Plague (disease),54,36799471,"als, ar, arz, ast, av, awa, azb, bat-smg, be, be-x-old, bew, bg, bjn, cs, da, de, dv, el, eml, eo, et, fi, fr, frr, fy, gu, hr, hu, io, it, ja, kab, la, lb, lt, nds-nl, nl, nn, os, pl, pnb, rki, rsk, ru, scn, sl, sr, sv, tr, ur, vec, vls, xmf, za","ru:#8(7,768,658); de:#16(6,325,130); ja:#9(5,009,574); fr:#23(2,952,365); it:#18(2,790,954)"
Q1566,Tobacco,53,1109594,"als, am, ami, an, ang, anp, as, awa, azb, ban, bat-smg, be-x-old, bjn, br, bxr, dty, eml, eo, eu, fiu-vro, fo, fy, ga, gom, ilo, io, kbp, kk, kn, lfn, li, mai, mg, mr, mwl, my, new, nrm, oc, pa, pdc, pnb, roa-rup, sn, so, sq, tay, tcy, ur, vls, yi, za, zu","sq:#7(345,606); kk:#33(264,834); mr:#23(189,185); kn:#35(39,604); as:#8(27,543)"
Q1106,Xenon,53,239394,"an, anp, ary, ban, bh, bo, cdo, ceb, co, cu, cv, fo, frr, fur, ga, gan, gd, gl, gn, gv, hak, hif, ia, jbo, kbp, kv, kw, lb, li, lij, lmo, mrj, myv, nds, nn, nov, oc, olo, os, pms, roa-rup, sa, sc, scn, sco, stq, ug, vep, war, xal, yo, zh-classical, zh-min-nan","zh-min-nan:#3(10,405); stq:#2(9,448); ceb:#4(9,426); gv:#3(9,423); sco:#15(9,408)"
Q41112,Schizophrenia,52,78639409,"als, ar, ary, arz, az, bg, ckb, cs, da, de, el, en, et, fa, fi, fr, gcr, he, hr, id, is, it, ja, ka, ko, ku, lfn, lg, lt, lv, mk, ms, mzn, nl, no, ny, pl, pt, rn, ro, ru, sh, shi, sk, sl, sq, sv, tr, vep, wo, wuu, zh","en:#16(23,585,216); ru:#5(9,983,638); de:#11(6,883,491); ja:#4(5,749,943); fr:#4(4,880,906)"
Q47657,Blood type,52,39789609,"ar, az, bg, blk, bs, ca, cs, cv, de, el, es, fi, gom, gu, he, hi, hu, hy, hyw, id, it, kk, kn, lt, mdf, mk, mr, ms, my, nds, nl, nn, pl, ro, rsk, ru, rue, rw, sc, shi, sk, sl, sq, sv, ta, te, tg, tr, ur, uz, vi, zh","es:#21(6,465,907); ru:#25(6,160,208); de:#50(4,175,014); it:#21(2,606,512); zh:#41(1,708,904)"
Q12202,Stroke,48,3298847,"af, als, an, ast, ba, bat-smg, bg, blk, bo, ceb, chr, csb, dv, eo, fo, hif, hr, io, jam, ka, kv, la, ln, lo, lt, min, ms, my, nds, oc, or, pam, pl, pnb, sah, sd, shn, sl, tt, tyv, ug, vec, vi, wa, war, xmf, yi, za","pl:#33(1,587,266); vi:#45(387,605); bg:#39(330,907); hr:#31(236,236); ms:#40(157,375)"
Q11364,Hormone,48,2586850,"als, an, ary, ast, bn, ca, cy, eu, frr, gl, hak, hi, hif, ht, ig, ilo, is, jv, ka, kaa, kk, ks, ku, la, lmo, lo, mt, new, nn, om, pam, pnb, ps, rue, sd, sh, sn, sq, su, tg, tok, tyv, ug, ur, uz, vec, vep, war","hi:#39(795,282); bn:#18(393,368); kk:#22(371,095); sq:#16(249,416); uz:#23(218,179)"
Q12171,Menstruation,47,9818445,"af, arc, as, awa, az, ban, bg, bn, ca, cdo, cs, dag, diq, eml, fa, ha, he, hy, id, ie, jv, ka, kaa, kk, kn, lg, ms, mzn, ne, nr, or, ps, sk, sw, szy, ta, tcy, tg, th, tl, tum, tyv, ur, uz, vi, za, zh-classical","fa:#14(2,992,068); id:#26(864,671); cs:#36(645,044); kk:#10(572,581); vi:#23(545,678)"
Q39222,Rabies,47,5932476,"ab, am, bcl, bn, din, diq, eml, gpe, gu, ia, ig, ja, ka, ky, lij, ln, mai, map-bms, mr, my, myv, ne, nso, ny, om, rki, rw, sah, scn, se, shi, si, sn, tet, th, ti, tk, ts, tw, tyv, ug, wa, xh, yo, za, zgh, zh","ja:#34(2,971,547); zh:#43(1,702,192); th:#46(355,600); bn:#38(239,198); ka:#32(144,370)"
Q12090,Cholera,47,1506057,"ace, am, an, anp, ary, arz, as, ast, av, bew, bo, br, bxr, cdo, ckb, cy, din, dv, el, eml, fiu-vro, hak, hif, ilo, jam, krc, ks, ku, lb, lg, mai, ms, mt, new, or, pcm, pms, ps, ro, sa, sah, tg, th, tt, tw, wa, za","ro:#30(443,290); el:#36(368,872); th:#41(360,529); ms:#39(157,678); ast:#12(25,033)"
Q36956,Leprosy,46,25763006,"anp, awa, bo, cs, csb, da, dag, din, dty, en, et, ff, fi, fiu-vro, gu, ig, is, ja, kbp, kn, lfn, min, mr, ne, nia, no, nso, ny, om, or, ro, sa, sah, sc, scn, si, sn, sr, sv, te, tr, ts, tw, ur, xh, yo","en:#44(16,121,687); ja:#5(5,721,020); fi:#16(606,650); sv:#28(605,963); cs:#48(587,418)"
Q51993,Ebola,43,145763,"am, bm, bxr, ckb, dag, din, ee, ff, gl, gn, ha, ig, kaa, kbp, km, ks, lg, ln, lo, mai, nds-nl, nr, nso, ny, om, pap, rki, rmy, rn, rw, smn, sn, ti, tn, ts, tw, ug, ve, wa, wo, xh, yo, zu","ckb:#24(14,075); gl:#34(9,131); tn:#3(8,507); rw:#7(7,303); ve:#4(5,841)"
Q521,Physiology,42,1077071,"als, anp, azb, be, be-x-old, cdo, cy, eo, fy, ga, gv, ia, id, io, jv, kk, km, ks, ku, kw, lfn, li, lij, mdf, mhr, min, nds, nov, oc, om, pnb, rki, rue, sah, scn, su, tg, tt, wa, xmf, yi, zh-min-nan","id:#39(673,174); kk:#48(219,966); tg:#11(24,757); min:#5(14,725); km:#19(9,310)"
Q178275,Spanish flu,41,86854427,"ast, ca, chy, cs, da, de, el, en, es, fi, fr, frr, fy, gl, he, hr, hu, hyw, is, it, ja, lfn, lij, lmo, ln, lo, lt, mai, nl, no, pt, ro, ru, sc, sk, sl, smn, sr, sv, tr, tyv","en:#5(32,369,310); de:#4(10,138,371); es:#13(7,611,086); it:#2(5,996,147); ru:#28(5,918,266)"
Q41576,Cocaine,41,48397940,"arz, ast, bg, bs, cs, da, de, el, en, eo, es, fa, fi, fo, fr, frr, gd, gpe, he, hr, hu, io, is, it, ks, lb, lg, lmo, lt, mzn, nl, no, pl, pt, ro, sk, sl, sr, su, tr, zh-classical","en:#26(19,160,891); de:#21(5,605,082); es:#29(5,604,172); fr:#41(2,456,896); it:#24(2,385,840)"
Q82069695,SARS-CoV-2,41,4832255,"als, ary, azb, ban, be-x-old, bjn, br, cdo, cv, de, frr, hak, hy, hyw, ia, kab, km, la, lb, lmo, lo, min, nds, or, pap, qu, sah, sco, sd, se, shn, szl, te, tpi, trv, tum, vec, xmf, yo, zh-classical, zh-min-nan","de:#47(4,204,701); te:#4(351,035); hy:#42(126,435); la:#29(7,880); sco:#18(7,452)"
Q12174,Obesity,41,430325,"als, an, anp, arz, ba, bar, be-x-old, bh, blk, br, bxr, co, cy, dv, eu, fiu-vro, fo, fy, ga, gcr, guc, hyw, jam, knc, lg, ms, mzn, new, pnb, qu, sa, sn, syl, szy, tt, tw, vep, wa, war, yi, zh-min-nan","ms:#12(287,758); arz:#41(18,439); eu:#27(18,046); an:#27(5,683); als:#49(5,318)"
Q15787,HIV,40,6255138,"af, am, ban, be, bn, bxr, cv, diq, fiu-vro, fy, gl, hi, hy, id, ilo, it, iu, kaa, kn, ks, ln, lt, mad, mhr, mk, ne, or, pa, ps, ro, rw, si, su, sw, tg, tk, tl, vi, yo, zh-min-nan","it:#33(2,212,772); id:#18(1,055,000); hi:#43(772,978); ro:#37(415,913); vi:#44(400,542)"
Q14076,Condom,40,3922149,"als, arz, bar, bcl, bn, bo, br, ckb, diq, eml, fa, fy, ga, gu, ht, ig, kaa, kg, ksh, ku, lmo, ln, my, mzn, nn, or, ps, sco, si, simple, szl, tok, ur, vi, vo, wa, xmf, yi, zh-classical, zh-min-nan","fa:#28(2,413,510); bn:#5(600,734); vi:#49(364,469); simple:#29(172,451); gu:#5(123,180)"
Q12152,Myocardial infarction,40,3187327,"ar, az, ba, be-x-old, bg, blk, ce, ceb, ckb, diq, dv, gcr, gu, ha, ht, hy, jam, kn, knc, ku, kw, li, lt, new, or, pa, pam, pnb, ro, sa, sah, shn, si, szl, ta, tok, tt, uz, vec, yi","ar:#49(1,306,068); ro:#27(465,977); bg:#28(383,854); uz:#36(173,185); az:#48(163,560)"
Q41571,Epilepsy,39,3932321,"als, ary, as, ay, az, bar, bat-smg, bg, bjn, blk, cdo, cy, din, el, et, hr, hy, ka, la, lg, lt, min, mk, nds, ne, nia, nn, nrm, pa, ro, sh, sk, sl, sq, sr, szy, tr, ur, wuu","tr:#42(605,718); ro:#21(575,489); bg:#20(430,171); el:#49(331,641); sq:#12(287,535)"
Q41478,Hemorrhoid,38,12232180,"am, ar, az, bcl, bew, bg, bjn, bn, ckb, dv, fa, ha, he, hi, hy, kaa, kn, lg, ln, mk, mr, nds-nl, ne, nqo, pa, sw, ta, tcy, te, tg, tk, tl, tw, tyv, ur, wuu, zh, zh-yue","hi:#3(2,507,453); fa:#21(2,496,921); zh:#27(2,145,403); ar:#32(1,591,322); mr:#1(661,445)"
Q12187,Antibiotic,38,1513670,"an, ary, azb, ba, ban, bn, br, ca, eml, ext, fo, frr, ga, gcr, hif, jam, ks, la, lfn, li, ln, lo, mdf, mg, oc, pnb, ps, rki, sah, sco, se, sw, th, tt, uz, vi, wa, za","vi:#30(496,102); th:#40(362,977); bn:#43(215,901); uz:#29(183,717); sw:#29(87,882)"
Q79817,Cannabis,38,1278587,"ang, azb, bar, bat-smg, bn, diq, eo, et, frr, gd, got, hsb, ilo, inh, io, is, koi, kv, la, lij, mg, mi, mrj, my, myv, new, oc, os, sco, sm, stq, ta, tok, tr, tt, tum, vec, xmf","tr:#29(700,000); bn:#35(249,250); ta:#50(150,701); et:#47(52,092); my:#44(21,766)"
Q41083,Syphilis,36,32035731,"am, ary, az, bar, bew, bg, bn, cs, da, de, dv, el, et, fr, hu, it, ja, jam, ksh, li, mad, my, ne, pa, pl, rki, ro, ru, sg, sl, smn, sr, sw, tk, tyv, zh","ru:#12(7,210,288); de:#29(4,914,047); ja:#15(4,031,376); fr:#20(3,261,089); it:#17(2,810,430)"
Q161790,Asperger syndrome,35,114437085,"ar, bs, ca, cs, da, de, el, en, es, et, fi, fr, gl, he, hr, hu, it, ja, ko, lt, nl, no, pl, pms, pt, ru, sc, sh, sk, sl, sv, tr, wuu, zh, zh-yue","en:#6(31,338,210); de:#2(13,697,581); es:#4(11,804,242); it:#1(10,074,084); ru:#6(8,810,957)"
Q57055,Paracetamol,35,50236586,"ar, ast, blk, bpy, bs, da, dag, el, en, es, fi, fr, frr, guw, hr, id, it, ja, kn, ko, ks, lmo, lv, nl, ps, ru, rw, sco, sl, sr, su, th, tr, vi, zh","en:#30(17,902,441); es:#11(7,693,612); ru:#38(5,384,612); zh:#9(3,010,151); fr:#28(2,818,860)"
Q11081,Alzheimer's disease,35,11013896,"ba, bat-smg, be, bg, bxr, ca, ce, da, et, eu, fy, gan, gcr, gl, hif, hr, hyw, ilo, jam, ka, lb, ms, mzn, no, pnb, ro, ru, rue, sah, sl, sq, sr, ug, zh, zh-yue","ru:#18(6,532,121); zh:#32(1,998,773); ro:#24(534,361); bg:#48(297,045); sr:#19(254,904)"
Q38933,Fever,35,3035725,"af, am, arc, as, az, bcl, blk, bn, ckb, el, gu, ha, hu, hyw, kab, kn, ks, ln, lo, my, new, nia, nl, no, ps, roa-rup, sa, scn, simple, tcy, te, tg, vec, wa, yo","nl:#34(833,062); el:#22(440,097); hu:#47(410,781); az:#12(346,321); bn:#40(222,181)"
Q39833,Microorganism,35,2265021,"am, bcl, bew, bh, cdo, dag, fiu-vro, gv, hi, id, inh, io, ka, kaa, kn, ku, lg, li, lmo, ln, ms, nv, om, ps, rki, sah, sco, se, si, simple, stq, uz, wa, xmf, za","hi:#40(790,561); id:#48(618,741); simple:#15(240,487); uz:#35(173,736); ms:#44(152,627)"
Q34777,X-ray,35,1613119,"ban, bat-smg, br, cdo, ckb, frr, ga, gan, gcr, gv, hif, ht, jam, ks, lbe, lij, lv, mai, mzn, om, pa, pms, pnb, rki, ro, sah, scn, sk, th, tt, ug, vi, wa, yi, za","vi:#24(543,593); th:#33(378,600); ro:#45(375,317); sk:#48(160,723); lv:#40(50,091)"
Q47092,Rape,34,12878489,"ar, ary, arz, as, be-x-old, bn, bo, br, cdo, ckb, cy, eo, fa, frp, fy, gn, ht, ja, ko, la, li, mai, mr, ms, ne, om, ps, qu, tw, vi, yi, za, zh-yue, zu","fa:#11(3,721,310); ja:#21(3,643,268); ar:#3(3,288,116); vi:#6(962,066); ko:#39(392,394)"
Q131123,Air pollution,34,11924089,"af, ar, as, bh, ca, dag, eu, gu, hi, id, ig, kn, ky, mk, mr, ms, ne, pa, ro, rw, sa, sd, simple, sq, sr, ta, tcy, te, th, tok, vi, wa, xh, yi","hi:#4(2,307,875); ar:#37(1,519,027); id:#14(1,119,884); ms:#1(1,100,748); simple:#2(972,750)"
Q41861,Hypertension,34,3648817,"as, ba, bar, bew, bh, blk, bpy, ceb, diq, dv, gcr, ha, hi, id, lo, lv, mk, mr, my, new, or, pam, ps, qu, ro, sw, ta, tg, th, tl, trv, tt, tw, zh-yue","hi:#47(745,413); id:#46(640,248); ta:#2(559,739); th:#20(479,522); ro:#47(366,697)"
Q8386,Drug,33,8389830,"af, am, ami, bcl, br, bs, ca, cdo, es, eu, fo, ga, gcr, gl, ht, iba, jam, ku, mg, min, ms, new, nr, pcm, ro, scn, sco, sq, su, sw, szy, war, zu","es:#20(6,476,645); ro:#19(596,283); sq:#1(533,200); ms:#25(218,315); bs:#11(106,903)"
Q44727,Chickenpox,33,7293643,"af, ary, ast, bar, bg, ckb, csb, din, fa, gom, hi, hu, hy, ka, kab, ky, lg, lo, mk, mr, or, ro, si, sk, sl, sw, ta, te, th, tk, uz, vi, wuu","fa:#50(1,834,849); hi:#44(764,164); bg:#8(568,896); sk:#4(441,517); hu:#49(406,125)"
Q35869,Asthma,33,642420,"awa, az, bar, bcl, bdr, bjn, bo, cdo, ceb, chr, ff, ga, gcr, gu, ha, hak, hyw, kab, new, oc, or, pa, pam, rn, sa, se, si, simple, so, te, tk, tl, wa","az:#38(179,995); tl:#48(129,237); simple:#50(108,312); te:#33(81,294); si:#39(37,430)"
Q40924,Urine,33,96636,"am, ay, ban, bcl, bjn, cdo, ce, chr, cv, dv, eml, eo, fiu-vro, gan, gd, guw, ha, ie, ik, kbp, kcg, kge, qu, sah, sco, sn, so, szy, tok, tyv, war, xh, za","am:#31(8,893); xh:#6(7,681); sco:#20(7,028); ie:#3(5,814); war:#23(5,778)"
Q1578,Cigarette,32,3164526,"ace, ban, bar, bat-smg, bcl, bew, bo, cdo, ckb, frp, glk, gv, hyw, id, jv, li, lmo, min, ms, roa-rup, rue, so, su, szl, szy, th, tl, tr, vec, vi, vls, xh","id:#11(1,240,655); tr:#32(675,297); vi:#31(489,587); th:#39(363,684); ms:#32(180,402)"
Q12198,Sexually transmitted infection,32,2369696,"af, arz, as, ba, bat-smg, bxr, dag, dv, eu, gu, guw, hu, hy, jam, ka, kk, ksh, ln, lo, my, or, si, smn, sn, sw, ta, te, tl, ur, vec, za, zh-yue","hu:#50(401,915); kk:#23(337,589); tl:#11(306,727); ta:#18(246,853); af:#7(195,505)"
Q998,Infant,32,1170537,"ary, ay, bar, be-x-old, crh, diq, fy, gan, gcr, gd, gn, hak, iba, iu, kab, kk, kus, ky, lb, lmo, new, pdc, qu, simple, sn, so, sq, su, szy, ts, uz, yi","uz:#6(416,412); kk:#42(238,740); sq:#21(230,696); simple:#44(119,492); ky:#23(80,657)"
Q134808,Vaccine,32,614737,"an, anp, ba, be-x-old, bo, bxr, ca, cdo, dag, eu, fur, hif, ht, hyw, jam, kab, km, lmo, min, oc, pms, rue, sah, sc, tg, tw, tyv, vec, vep, vi, xh, zu","vi:#38(434,783); ca:#45(70,324); eu:#15(21,128); km:#13(16,013); tg:#40(10,014)"
Q7178,International Red Cross and Red Crescent Movement,32,101952,"ab, ace, anp, arz, ba, bat-smg, btm, ce, crh, ext, fiu-vro, fo, gcr, guc, hif, hyw, ilo, io, jam, km, kw, lmo, new, nrm, pa, pms, rue, sa, sah, so, vec, wa","arz:#36(19,365); so:#20(7,723); anp:#1(7,439); pa:#39(6,631); km:#26(6,261)"
Q47715,Down syndrome,31,24245939,"ar, az, bg, cs, da, de, dtp, dv, et, ff, gpe, he, hu, hy, ja, ka, kk, lt, nl, no, pl, ro, ru, se, sk, sl, sq, sr, sv, tr, vi","ru:#36(5,404,488); de:#38(4,585,215); ja:#30(3,184,692); ar:#25(1,840,464); pl:#22(1,772,851)"
Q40878,Diarrhea,31,727122,"af, ang, ay, ce, dag, din, dv, ee, fj, gd, gu, ht, hy, ig, ln, map-bms, mr, ms, my, myv, nso, or, ps, si, so, tok, tw, wo, xh, yo, zu","mr:#18(234,373); ms:#48(145,734); hy:#49(117,067); af:#44(66,583); si:#50(30,892)"
Q131755,Bipolar disorder,30,63633809,"ar, bg, cs, de, el, en, et, fa, fi, fr, he, hu, id, is, it, lfn, mk, ms, nl, no, pap, pl, ro, ru, sh, sk, sr, sv, tr, wo","en:#14(23,806,167); de:#8(8,036,190); ru:#27(5,963,036); fa:#12(3,298,362); fr:#22(3,115,884)"
Q11085,Parkinson's disease,30,45212038,"ar, be, ckb, co, cs, de, dv, eml, en, et, fa, gpe, hr, ig, ja, jam, la, lv, mk, nl, olo, ro, ru, sh, sl, ta, ur, yo, zh, zh-min-nan","en:#23(19,758,209); ru:#15(6,729,436); de:#32(4,795,056); zh:#6(3,512,088); ja:#32(3,139,934)"
Q83345,Circumcision,29,18159154,"als, ast, be-x-old, bm, br, ce, eo, es, fa, fi, hi, hr, hu, it, ko, mg, nup, pl, pt, rmy, ro, rw, sd, sh, sn, tl, tr, ur, zu","es:#36(5,140,558); it:#20(2,628,165); fa:#23(2,468,671); pt:#21(1,929,635); hi:#9(1,557,680)"
Q37103,Florence Nightingale,29,3445135,"ami, as, bat-smg, bcl, dtp, eml, ext, frp, gan, hif, ja, kw, mai, mg, min, ne, nov, pms, rki, sa, sc, sd, se, simple, skr, tcy, vec, xmf, zh-classical","ja:#28(3,260,096); simple:#47(112,076); ne:#8(24,941); as:#46(8,067); gan:#11(4,915)"
Q5445,Anemia,28,3112662,"az, ban, bg, bn, eu, hy, ka, kk, ks, ky, lg, lv, mad, mk, ms, nn, or, pa, ps, rw, sc, sk, so, sq, ta, tg, tk, uz","bg:#16(468,440); ka:#3(319,944); ms:#16(277,382); kk:#38(249,631); ta:#17(248,272)"
Q9530,Breathing,28,1848723,"btm, ca, cdo, ce, et, eu, hy, hyw, ilo, jbo, kk, kn, knc, ky, lij, lt, mdf, mk, my, nds-nl, pam, qu, rue, sk, sn, szy, uz, za","kk:#6(608,535); sk:#16(269,823); lt:#11(233,246); uz:#33(180,496); hy:#43(126,428)"
Q12190,Penicillin,26,10852307,"an, ast, ca, da, el, es, fo, gl, guw, hak, ilo, knc, kw, my, no, pt, rki, ro, sh, sl, sr, sv, szy, tr, wuu, za","es:#25(5,927,742); pt:#20(1,975,491); tr:#45(581,785); sv:#34(568,836); ro:#38(415,712)"
Q179515,Maslow's hierarchy of needs,25,44777515,"arz, ast, ca, da, eml, en, es, fo, fr, he, hu, id, ka, km, lv, ms, nl, no, pt, simple, sl, sn, th, tr, vi","en:#21(21,519,155); es:#8(9,510,152); fr:#11(3,946,889); pt:#17(2,070,597); id:#6(1,400,576)"
Q178190,Obsessive–compulsive disorder,25,25629445,"ace, ar, bar, bg, crh, el, fi, he, hr, hu, is, it, ja, mt, mzn, pl, ru, sh, sr, ti, tr, vi, wo, xh, zh","ru:#2(10,653,363); ja:#42(2,676,368); ar:#18(2,022,914); it:#49(1,960,443); zh:#46(1,681,902)"
Q30953,Dengue fever,25,8489686,"awa, bcl, bh, bjn, bn, din, dtp, dv, es, gn, gu, hi, kge, km, kn, map-bms, mr, my, or, pa, pap, si, simple, tl, ur","es:#38(5,114,338); bn:#2(1,063,297); hi:#29(900,298); tl:#9(400,403); mr:#9(316,339)"
Q132325,Ayurveda,25,1930085,"as, awa, ban, bcl, bh, dty, gom, gu, hi, kn, mai, mr, ne, new, oc, pa, pi, pnb, sa, scn, sd, si, te, tok, xmf","hi:#12(1,356,883); mr:#27(179,294); te:#32(81,563); kn:#19(66,188); gu:#14(64,380)"
Q5264,Hippocrates,25,411655,"an, anp, ast, awa, ba, bat-smg, bpy, ce, cv, diq, el, fiu-vro, gv, kw, lfn, lij, mai, mg, myv, new, oc, pnb, rue, sa, skr","el:#41(349,742); ast:#38(12,202); an:#48(4,077); oc:#40(3,838); new:#21(3,393)"
Q8277,Multiple sclerosis,24,44866183,"bg, bs, cs, da, de, el, en, fi, fr, he, hr, hu, it, lfn, lt, lv, mk, no, pl, ru, sl, sq, sr, wuu","en:#22(20,102,133); de:#14(6,625,631); ru:#41(5,302,650); fr:#27(2,848,242); it:#27(2,336,342)"
Q42844,Major depressive disorder,24,10669723,"cs, de, eml, et, fi, frr, gu, he, kab, ku, mzn, pap, pl, rm, rn, se, sk, th, tl, tok, tr, vi, wo, zh-min-nan","de:#34(4,782,418); pl:#15(2,004,808); tr:#35(664,173); cs:#40(617,481); th:#10(605,286)"
Q42982,Allergy,24,642680,"az, ba, bcl, bjn, chr, fiu-vro, gcr, gu, hak, ht, hy, hyw, kaa, kab, kn, ln, min, new, oc, se, su, tt, vec, xmf","az:#10(355,507); hy:#20(178,217); kn:#42(35,152); gu:#40(23,378); su:#26(5,874)"
Q69488,MDMA,23,41041361,"ast, bar, cs, da, de, en, fi, fr, gpe, he, hr, hu, is, lt, lv, nl, no, pl, ru, sk, sr, sv, tr","en:#24(19,672,476); ru:#35(5,467,720); de:#23(5,459,652); fr:#42(2,410,900); pl:#35(1,554,221)"
Q42395,White blood cell,23,4793188,"bs, ca, dv, et, ext, hak, hi, hr, id, is, ka, kk, kn, lij, lt, lv, mr, pam, sk, ta, te, th, ug","id:#13(1,154,214); hi:#26(996,394); th:#9(642,755); kk:#21(374,739); hr:#40(222,277)"
Q12195,Polio,23,4563774,"ast, cv, da, gu, ha, hif, hyw, it, ks, kw, lfn, ln, mr, oc, pdc, pl, pms, sah, su, ur, vep, wa, zh-yue","it:#40(2,121,955); pl:#14(2,034,152); da:#42(135,711); mr:#36(121,481); gu:#22(41,215)"
Q86,Headache,23,310388,"arc, az, azb, bar, blk, din, dv, guw, hyw, ilo, knc, kw, ky, lg, min, my, myv, nds-nl, os, sa, tk, tw, udm","az:#39(179,439); ky:#45(52,172); my:#31(26,940); tk:#18(24,548); azb:#25(4,440)"
Q12131,Disability,23,80355,"als, an, ang, as, ba, be-x-old, bjn, br, bxr, cdo, hif, iba, io, jam, knc, li, oc, pnb, rw, scn, so, tw, yi","as:#49(7,888); als:#19(6,945); so:#26(6,297); ang:#2(6,028); oc:#28(5,415)"
